1.840841665339119360e-01,3.726439417058600989e-02,8.397472838246263782e-01,1.014059687469992754e+00,7.678032378542191116e-01,3.879956612837269780e+00
4.193525667403964485e-01,5.111326952728720979e-02,7.077815565592607827e-01,9.242596851394045965e-01,7.365054304554639053e-01,1.291291364382485041e+00
3.928956483722828019e-01,3.670065308911446555e-02,9.070248741062360009e-01,1.024139608503459087e+00,7.855444731724775531e-01,1.902199112338709863e+00
2.761151545932957196e-01,3.464218511758999919e-02,7.978444336048328145e-01,9.632458857059014168e-01,6.971670437380625973e-01,2.466878943811170011e+00
2.899535832038499517e-01,4.737162593750098016e-02,9.133203771716915664e-01,1.000875920179300049e+00,7.010703761365590925e-01,2.272802101811394859e+00
2.784812905040616737e-01,5.065704427909082513e-02,8.439597427356055892e-01,1.029360047292430025e+00,7.055791303997021036e-01,3.682676932157484817e+00
1.820443537217869556e-01,4.253797163553420246e-02,9.110539184312336225e-01,1.012946769457403695e+00,7.623624070987291557e-01,1.227144054053350031e+00
2.775766575943701131e-01,3.641858721861941650e-02,8.272605767436324031e-01,9.352955740491859515e-01,7.312989310881635729e-01,1.259552369301675023e+00
1.811090682357338055e-01,4.559777080181708075e-02,8.589152978534811966e-01,1.002627720509422948e+00,6.993964148800121405e-01,1.880299506682205024e+00
3.394790364987052000e-01,3.445495595797732485e-02,7.173987642567604128e-01,9.134992013151758128e-01,7.388784252391988883e-01,3.886116336693519635e+00
1.651999258418730965e-01,3.849877236695121302e-02,7.676662389321251556e-01,9.290668714305385656e-01,6.858361558762425814e-01,2.701920358932110133e+00
3.750429646197473432e-01,4.381887089579460104e-02,7.222609975607136024e-01,9.333164410514291909e-01,7.379899900090834963e-01,4.483795418414519673e+00
4.109462830854859194e-01,3.698867975968703897e-02,9.101080796577968313e-01,9.713954221826046620e-01,7.791433494156738693e-01,1.252243149859129989e+00
3.491349178499100758e-01,4.357457437901385289e-02,8.592192687842064025e-01,9.314827301783021873e-01,6.973319068872882998e-01,1.897694454977755019e+00
1.830260084517301156e-01,3.366310393055366168e-02,6.935034692006183388e-01,9.180309330933261736e-01,7.105458738640882954e-01,1.237190121166640067e+00
4.148806110879407760e-01,3.891374056314724633e-02,7.449488441866823907e-01,9.397894729170481742e-01,6.697086625982727748e-01,2.764435010105370072e+00
2.495049947596411632e-01,3.399075552144552315e-02,7.950747120764107834e-01,9.707384999828414518e-01,7.677614542172382928e-01,1.282916457825340029e+00
1.964998279627504230e-01,4.681024000267962337e-02,6.943179903384300022e-01,9.769314923628233949e-01,6.799903205762525271e-01,2.066140937939055178e+00
3.332645241456713148e-01,4.029909362360323266e-02,7.513219028066844274e-01,1.005479097749013340e+00,6.786323772188229686e-01,1.476433826029535101e+00
1.412463377655180374e-01,3.989199949138540896e-02,6.962699576633051279e-01,9.762298628261778521e-01,6.726474831139854782e-01,2.785385106460889659e+00
3.466243023147294045e-01,3.542087568868510644e-02,8.503055754083208573e-01,9.086026447035372433e-01,7.522085157862492544e-01,1.530982166329629912e+00
4.172914899072400763e-01,3.708069556311820864e-02,8.781022091045975753e-01,1.026316836834605839e+00,7.182647466244455048e-01,1.098376715882914967e+00
1.615432130130845523e-01,5.125170659561759101e-02,7.518314213004896329e-01,9.557027352869510439e-01,6.931073676890741053e-01,1.136844464439199953e+00
3.811777928734081389e-01,4.803442467218358575e-02,8.959927578640172197e-01,1.011574065825668889e+00,7.220384665160999305e-01,3.070442750909134766e+00
3.301465841109561539e-01,3.586032326287869054e-02,9.143965797680432273e-01,1.012595785925863412e+00,7.289608733950695418e-01,2.495613284030695045e+00
2.472991298977146590e-01,4.822870524696006023e-02,9.066027437343263662e-01,9.035701004940085435e-01,7.419430032910871997e-01,1.480680805396985100e+00
1.525086474763975852e-01,3.646083606527419224e-02,7.504344972595571317e-01,1.026559414705727313e+00,6.760535680762214117e-01,3.079577564133795242e+00
3.960568128188883819e-01,4.091152637220732413e-02,6.601522523571735634e-01,9.331326110710389532e-01,7.874353885019105270e-01,3.909474063896340112e+00
3.718320002849376804e-01,3.782968375028435831e-02,7.083324094428680162e-01,9.903144810608588422e-01,7.005559863805351783e-01,3.418185157136759855e+00
3.911576986208604723e-01,3.408108753491240206e-02,7.380399720710704159e-01,9.520830208660567839e-01,7.409640986040281208e-01,1.009209040040150107e+00
3.328236461469018526e-01,4.892686245810100309e-02,7.783756532088852431e-01,1.016195358515065150e+00,7.699788753503282734e-01,2.937824627450900117e+00
4.213193260783072991e-01,4.774352160749258805e-02,8.351779883714391950e-01,8.973148474316111622e-01,7.562156058297306860e-01,1.045620772435794876e+00
1.875921471940239504e-01,3.812717971961315788e-02,6.855820690423252151e-01,9.375841873160564166e-01,7.095788928444590749e-01,3.542331096088744857e+00
2.197729536552633367e-01,4.901383956330409436e-02,8.812482875191607334e-01,9.814341595240402283e-01,7.489008944820053637e-01,2.674287408007074873e+00
3.705700147916121123e-01,4.918388134649302051e-02,8.896533580216579029e-01,9.179983369963710116e-01,7.641022765878168199e-01,3.735119211911224646e+00
3.377144914045931423e-01,3.985323695582849296e-02,6.904889420140536416e-01,9.459945871772243997e-01,7.662457404711376929e-01,3.955642790452110202e-01
1.085348752992646854e-01,4.046575820133112289e-02,7.045851440810599886e-01,9.124412650812881997e-01,7.757655639465153019e-01,1.644383815982144892e+00
2.035644594850973821e-01,4.150746317376197148e-02,9.191721353442408038e-01,9.239949199062771346e-01,7.211604819288151003e-01,1.633415760751814938e+00
1.786172876201734816e-01,3.284658536059992945e-02,7.791234431131743854e-01,1.008578463780973156e+00,7.526304751071473120e-01,1.922233532698589986e+00
3.217932805924000883e-01,3.271672637062844613e-02,6.936135065226816110e-01,9.916233206202742512e-01,6.814348327363656255e-01,4.371376748706680360e+00
3.901999407791462704e-01,4.816257978080028257e-02,8.344798114640640252e-01,1.009624705190863336e+00,7.602370084034977271e-01,8.581666577979900623e-01
3.022552213509636099e-01,3.618900447019980648e-02,7.523875424147583590e-01,9.588321112570351579e-01,7.503844824580055972e-01,2.105656560723434989e+00
3.713309498743012638e-01,4.398881308901124443e-02,7.131051914510315726e-01,1.005624300879286670e+00,7.215702716430789643e-01,6.065209147625150177e-01
2.005266760112227320e-01,3.779250866008759119e-02,8.141772964241915655e-01,9.236971125423908413e-01,6.788805174919124719e-01,4.294803811850725239e+00
1.323256850800079154e-01,4.586512965620261062e-02,8.039268364368936659e-01,9.757365955717862693e-01,7.068456184027576139e-01,1.669740033191630113e+00
1.562508539583395417e-01,3.417698083227359296e-02,6.987767079534007442e-01,9.836782460303046260e-01,8.030154740288714121e-01,3.794791531811934959e+00
4.015852332093428068e-01,3.538187971058907866e-02,7.423550020699387630e-01,9.499327639298980053e-01,7.897068180869006859e-01,1.937306427872975245e+00
3.682249496792302512e-01,3.140753584307478391e-02,9.136954743336888063e-01,9.466795360167510331e-01,7.226761823096359283e-01,1.964128382613415047e+00
1.741527540561020326e-01,5.015003582460106357e-02,7.405051307220011925e-01,9.636741910035722114e-01,7.778688194773439868e-01,3.598201872558565384e+00
1.765366658235645314e-01,3.716964925433625944e-02,8.726945847915483778e-01,9.683110175374429751e-01,7.847468584614479825e-01,1.753652901214080018e+00
4.254235658340460025e-01,3.228846961074788302e-02,9.371225419781171739e-01,9.703185902115424311e-01,7.329872477345169557e-01,3.956267715153515496e+00
3.745370027291330950e-01,4.978894841793343046e-02,6.614467039719224006e-01,9.012622232761233754e-01,7.501320630663960154e-01,1.121726085373665027e+00
1.592493170304617733e-01,4.718277158847242192e-02,9.225395568693055548e-01,9.276272635491563667e-01,7.046920369476638024e-01,4.011188044181325019e+00
2.913549603137047805e-01,4.959275103065605150e-02,7.201597589202224370e-01,1.014582657607225880e+00,7.254055876853690021e-01,2.528805900703885001e+00
4.278401751048442891e-01,5.038102553516392301e-02,6.955676256575620275e-01,1.019768479240313219e+00,7.752200627514999054e-01,2.781778830817200010e+00
4.199225270166830892e-01,4.349579631000035501e-02,7.617831957404499477e-01,9.464781491845379868e-01,7.950873048157385270e-01,1.418088675496400164e+00
3.561383059431752485e-01,4.879759430494066963e-02,6.776791274913587237e-01,9.059031847088597766e-01,7.325783004642603125e-01,2.714535797958959940e+00
2.201311463070101115e-01,5.072648764313501812e-02,7.002494507281107339e-01,9.203033241471741954e-01,6.998912171473121724e-01,1.130188932257004897e+00
4.048711312093354886e-01,4.433646260844170683e-02,8.247129673638380343e-01,1.035738192688627102e+00,7.467691344138235321e-01,3.859872185762505126e+00
3.126822098087563839e-01,4.121860644115578343e-02,6.890487160642632114e-01,9.066610753207001716e-01,7.250641277895775172e-01,1.125182710608934933e+00
2.163087908241758395e-01,3.695770924867199797e-02,9.072096803768540108e-01,9.716527512755244178e-01,7.025647133121173393e-01,3.895694956316145152e+00
4.008255588666186919e-01,3.248404751283932856e-02,6.709713430311531335e-01,1.038428689469862887e+00,7.780920884376903990e-01,2.514327845257939842e+00
1.822766864769790884e-01,3.535036362498345658e-02,8.939690280133859579e-01,1.035456456186482521e+00,7.160996751847350517e-01,1.948004615205574996e+00
4.184909023351828794e-01,4.721777516201394742e-02,8.109246803616172450e-01,9.146570294434670512e-01,7.764377156413719838e-01,2.220676499841499840e+00
1.719808898054644430e-01,4.462461074188142640e-02,8.072966621071100413e-01,1.047496340443845764e+00,7.596606099580461846e-01,1.749925935514040187e+00
2.825913189797965575e-01,4.727781714852248574e-02,7.655685650994068503e-01,1.008258587415516327e+00,7.511659191375272826e-01,1.000104221217334999e+00
4.153530454483580492e-01,3.385276206282805678e-02,7.987506986723279523e-01,9.207509605259167618e-01,6.743099308875016851e-01,1.260496822976274967e+00
2.276214590100269497e-01,3.748022154587483945e-02,8.483499391321092098e-01,9.428772414102220001e-01,7.481036292049754177e-01,4.027595260473900041e+00
4.057708942903972549e-01,4.802733367021730371e-02,7.357618960699068289e-01,9.949645568245090166e-01,6.965724731132155734e-01,3.280708035849965398e+00
2.041741266472752725e-01,4.489522662811910869e-02,7.453960759762675581e-01,1.035930985940713533e+00,6.668113843747088820e-01,2.647015112546505122e+00
1.587589109759405259e-01,4.213710544152952930e-02,6.894446687430143550e-01,9.851559106948319933e-01,7.448843692948203810e-01,3.318205284253925136e+00
2.573403519365262682e-01,4.447100128524238832e-02,9.079476911839096109e-01,9.643217556224670250e-01,7.583974600072345140e-01,8.402792328887149775e-01
