"","V1","V2","V3","V4","V5","V6"
"1",0.265312015195144,0.343125710021704,0.599368209561566,0.720298437349964,0.710017988078995,0.775991322567454
"2",0.812447829628829,0.856047019529156,0.269453891398152,0.271298425697023,0.536141280308133,0.258258272876497
"3",0.750920112493681,0.322246410707943,0.76756218526559,0.770698042517295,0.808580406513764,0.380439822467742
"4",0.479337568821618,0.246006856207037,0.494611084012082,0.466229428529507,0.317594687433681,0.493375788762234
"5",0.511519960939186,0.717467627314851,0.783300942929229,0.6543796008965,0.339279867425328,0.454560420362279
"6",0.484840210474562,0.839149788114475,0.609899356839014,0.79680023646215,0.364328502220567,0.736535386431497
"7",0.260568264469272,0.538443393908674,0.777634796078084,0.714733847287018,0.679791150548495,0.24542881081067
"8",0.482736413010163,0.311799526615534,0.568151441859081,0.32647787024593,0.507216283823131,0.251910473860335
"9",0.258393181943567,0.651769288956188,0.647288244633703,0.663138602547115,0.329980082666734,0.376059901336441
"10",0.626695433717919,0.239072442888049,0.293496910641901,0.217496006575879,0.549324584662216,0.777223267338704
"11",0.221395176376449,0.388843420998193,0.419165597330313,0.295334357152693,0.25464531042357,0.540384071786422
"12",0.709402243301738,0.585884107251652,0.305652493901784,0.316582205257146,0.544388833383797,0.896759083682904
"13",0.792898332756944,0.332914065173594,0.775270199144492,0.506977110913023,0.773018607864855,0.250448629971826
"14",0.649150971743977,0.576836088111624,0.648048171960516,0.307413650891511,0.318510593818268,0.379538890995551
"15",0.262851182445884,0.209744590020506,0.233758673001546,0.240154665466631,0.391921521467157,0.247438024233328
"16",0.802047932762653,0.404212613449898,0.362372110466706,0.348947364585241,0.16504812554596,0.552887002021074
"17",0.417453476185212,0.221879834127612,0.487686780191027,0.503692499914207,0.709785856762435,0.256583291565068
"18",0.294185646425001,0.696675555654801,0.235794975846075,0.534657461814117,0.222168447645847,0.413228187587811
"19",0.612243079408538,0.455521986059379,0.378304757016711,0.677395488745067,0.21462431788235,0.295286765205907
"20",0.165689157594228,0.440444425606867,0.240674894158263,0.531149314130889,0.181374906188808,0.557077021292178
"21",0.643312330964487,0.274847247729078,0.625763938520802,0.193013223517686,0.62338064325694,0.306196433265926
"22",0.807654627691256,0.336322057893267,0.695255522761494,0.781584184173029,0.434804147913586,0.219675343176583
"23",0.212891193053685,0.861174318356207,0.379578553251224,0.428513676434755,0.295040931605967,0.22736889288784
"24",0.723669285752112,0.742015728599392,0.739981894660043,0.707870329128345,0.455769258422777,0.614088550181827
"25",0.604992056071991,0.291123083810322,0.785991449420108,0.712978929629317,0.494227074417053,0.499122656806139
"26",0.412323557901662,0.749211305442965,0.766506859335816,0.167850502470043,0.566350018283818,0.296136161079397
"27",0.191880575526506,0.313364298713859,0.376086243148893,0.782797073528636,0.200297600423452,0.615915512826759
"28",0.758271657718345,0.478204680452123,0.150380630892934,0.315663055355195,0.819085491677281,0.781894812779268
"29",0.701934884383576,0.364062361121643,0.27083102360717,0.601572405304294,0.336422146558529,0.683637031427352
"30",0.746878368885722,0.225225464256015,0.345099930177676,0.410415104330284,0.560911658911267,0.20184180800803
"31",0.611217781736981,0.775068979929667,0.445939133022213,0.730976792575326,0.722104863057379,0.58756492549018
"32",0.817021688554203,0.731241541018244,0.587944970928598,0.136574237158056,0.645642254609615,0.209124154487159
"33",0.273470109753544,0.375080730356043,0.213955172605813,0.337920936580282,0.386549404691439,0.708466219217749
"34",0.348309194547124,0.778290354196448,0.703120718797902,0.557170797620201,0.605004969344474,0.534857481601415
"35",0.699000034399098,0.78458819801826,0.724133395054145,0.239991684981855,0.689457092154538,0.747023842382245
"36",0.622591840475798,0.439008776141796,0.226222355035134,0.379972935886122,0.701365224839654,0.0791128558090422
"37",0.0896159890680574,0.461694748197449,0.26146286020265,0.212206325406441,0.754253133036196,0.328876763196429
"38",0.310615022058366,0.500276413843036,0.797930338360602,0.269974599531386,0.450891566271195,0.326683152150363
"39",0.252598343302729,0.179503161503701,0.447808607782936,0.692892318904866,0.625724861706374,0.384446706539718
"40",0.585565768819535,0.174693569282535,0.234033766306704,0.608116603101371,0.230193515202031,0.874275349741336
"41",0.744651025067782,0.746762214103714,0.58619952866016,0.698123525954317,0.667983380019432,0.171633331559598
"42",0.540128421746427,0.303296461859252,0.380968856036896,0.444160556285176,0.613247124766698,0.421131312144687
"43",0.700769650870468,0.592178262555972,0.282762978627579,0.678121504396433,0.453168175794883,0.121304182952503
"44",0.303550409328425,0.36268550592917,0.535443241060479,0.268485562711954,0.216002874955069,0.858960762370145
"45",0.144943453674437,0.661671468748245,0.509817091092234,0.528682977858931,0.371364546681987,0.333948006638326
"46",0.200583381298464,0.228777067861985,0.246941769883502,0.568391230151523,0.905641522382619,0.758958306362387
"47",0.771128449324053,0.27340295224404,0.355887505174847,0.39966381964949,0.831704544927226,0.387461285574595
"48",0.693546394602861,0.126205031224992,0.784238685834222,0.383397680083755,0.459312123942422,0.392825676522683
"49",0.242215707107214,0.820371697207447,0.351262826805003,0.468370955017861,0.765937885985244,0.719640374511713
"50",0.247759687961778,0.339616639049491,0.681736461978871,0.491555087687215,0.804149213674711,0.350730580242816
"51",0.8265664321722,0.158832207805477,0.842806354945293,0.501592951057712,0.516595820747316,0.791253543030703
"52",0.70822558774217,0.80699808955309,0.153616759929806,0.156311116380617,0.611844794813311,0.224345217074733
"53",0.207556551233632,0.710473021795275,0.806348892173264,0.288136317745782,0.359400205264799,0.802237608836265
"54",0.514778977473732,0.799731519653928,0.300399397300556,0.722913288036129,0.474475487140939,0.505761180140777
"55",0.832186453732196,0.828926871672738,0.238919064143905,0.748842396201566,0.751222570841666,0.55635576616344
"56",0.813773318643449,0.573918381851865,0.404457989351125,0.38239074592269,0.861596137865214,0.28361773509928
"57",0.665437920798082,0.770281270553358,0.194197818728397,0.179515923544299,0.514323891468113,0.542907159591792
"58",0.349142200713977,0.841721764560556,0.250623626820277,0.251516620735871,0.332728984151734,0.226037786451401
"59",0.77877007257985,0.605054170683026,0.561782418409595,0.828690963443136,0.593161857854575,0.771974437152501
"60",0.564377232113387,0.489578016339103,0.222621790160658,0.183305376603501,0.472578487719875,0.225036542121787
"61",0.340253001916688,0.331767009210074,0.768024200942135,0.508263756377622,0.347581740622874,0.779138991263229
"62",0.76936176480609,0.166075833808864,0.177428357577883,0.842143447349314,0.76717826909828,0.502865569051588
