1.285942063089130158e+02,1.807905371400554770e+02,2.540495376631100726e+02,3.566618446103198039e+02,4.998576587104930695e+02,6.984151138957889771e+02,9.709885297990850859e+02,1.339773193934513529e+03,1.828117978762971234e+03,2.453839839210438640e+03,3.218424844877384203e+03,4.088754114103265238e+03,4.972774426933509858e+03,5.693028166727785901e+03,5.975377419897644359e+03,5.527130166508260118e+03,4.350066530784253700e+03,3.116007377231605915e+03,2.455760248600562136e+03,1.565779059411206845e+03,1.002167055988410198e+03,5.512561871671601921e+02,3.145131349641163752e+02,1.690020501619996480e+02,8.875903926139912414e+01,4.630769854998847990e+01,2.439215285278054424e+01,1.321621672713381734e+01,7.470376773735169174e+00,4.427752047755427967e+00,2.733889327788671331e+00,1.729835144394363144e+00,1.097548168233975163e+00,6.826610116847902088e-01,4.080415365805680761e-01,2.312046450373864692e-01,1.235477586084762075e-01,6.239809579609138096e-02,3.001215633073733846e-02,1.389711803910172357e-02
9.347505432348167176e+01,1.275462158582510455e+02,1.740083234621217514e+02,2.373174122460560227e+02,3.234626240719699126e+02,4.403982888035143901e+02,5.985089884983135562e+02,8.109894873702585301e+02,1.093746688512937681e+03,1.464469563151474404e+03,1.939531574727861880e+03,2.527612074515359836e+03,3.217971110463447985e+03,3.961619715078576974e+03,4.645461070190356622e+03,5.073216247714230121e+03,5.011157843389465597e+03,4.409269004269084689e+03,3.647906065162607320e+03,2.953765989451447240e+03,1.996240810668095492e+03,1.379216279523126786e+03,8.625984443914601343e+02,5.132986385769430626e+02,3.054661086465451945e+02,1.835489097059211474e+02,1.143643846322067361e+02,7.428454602547185459e+01,4.967348343061930649e+01,3.333699774885183587e+01,2.184735478774062756e+01,1.367779353985943480e+01,8.064510958729737666e+00,4.451234216709080371e+00,2.310732859187106580e+00,1.142344880425288256e+00,5.450351844395777690e-01,2.537812550335570849e-01,1.162735630467239129e-01,5.271540749027379263e-02
3.699288402804408094e+01,5.220236036604543983e+01,7.365512560599063363e+01,1.038929132849563075e+02,1.464624239686249894e+02,2.062656208081326952e+02,2.899822102965688373e+02,4.065345153470873925e+02,5.673933870045054846e+02,7.864571374536242274e+02,1.078774323087098992e+03,1.457089156816249442e+03,1.924577419436951004e+03,2.461886437303365710e+03,3.007346999471604249e+03,3.437192349602868489e+03,3.581878508716701162e+03,3.358419295441595750e+03,2.952231558062792828e+03,2.484281412783487212e+03,1.782099924173388217e+03,1.266124690958115707e+03,8.222185983542323129e+02,5.062469800710118193e+02,3.095333909919554003e+02,1.902878013116132649e+02,1.210156174047995705e+02,8.040449734697352824e+01,5.527723981618882476e+01,3.832558379925845315e+01,2.599548944610373269e+01,1.679977450327730182e+01,1.015079143087281111e+01,5.691214148000929285e+00,2.982207380232982263e+00,1.482579090145813572e+00,7.098221061722140846e-01,3.312886034765962218e-01,1.520599044742815820e-01,6.905001453359456420e-02
1.780863597619255643e+02,2.461469352378678934e+02,3.400830427029987391e+02,4.695058077241909587e+02,6.472650015994016712e+02,8.901199827346742950e+02,1.219179834001383824e+03,1.659663536795252185e+03,2.238270262996686142e+03,2.977046893178586743e+03,3.881923287578735199e+03,4.923723601837867136e+03,6.012193745713258068e+03,6.967250189568924725e+03,7.503243639105029615e+03,7.289702001338348964e+03,6.224849768209799549e+03,4.842979930851543941e+03,3.814641527084726476e+03,2.584283962646590680e+03,1.685931349643667090e+03,9.883626532622599825e+02,5.761000969396231994e+02,3.221102779620842966e+02,1.778363237361230915e+02,9.925427420260395195e+01,5.709622399288830508e+01,3.425002313108719676e+01,2.138745493965146238e+01,1.370553027127777845e+01,8.820894525359696203e+00,5.572984772993949676e+00,3.388871770427943186e+00,1.956651752790253607e+00,1.065846203678670445e+00,5.479935382752442186e-01,2.679437033888690256e-01,1.260948933902695246e-01,5.776818672920452924e-02,2.599227556445003751e-02
1.710100316490236594e+02,2.393898485281223714e+02,3.350006755581272273e+02,4.684866396143780207e+02,6.543616252576952093e+02,9.120242951899343780e+02,1.266680750286166585e+03,1.749728845513971237e+03,2.396973051115216549e+03,3.243086294024339622e+03,4.309576747914941734e+03,5.582924570622351894e+03,6.980440016966633266e+03,8.304940339543991286e+03,9.202440155654890987e+03,9.197410603535327027e+03,8.011601346745810588e+03,6.218869452447464937e+03,4.935625106476632936e+03,3.554276797671434451e+03,2.239537568927775737e+03,1.352048912587802533e+03,8.074161456156003851e+02,4.746244428227633421e+02,2.716340532001955239e+02,1.597766647995396454e+02,9.795779776451743714e+01,6.268797637118197486e+01,4.131015762074045483e+01,2.739672083025339688e+01,1.784540490739714613e+01,1.118224055445794640e+01,6.640147721268407466e+00,3.704057144355593412e+00,1.940630158552278495e+00,9.636489409954149821e-01,4.594313304255693842e-01,2.128387605548240080e-01,9.671651995683608338e-02,4.340075060014871033e-02
6.409218345434824471e+01,9.058723031129129311e+01,1.279935213842125279e+02,1.807315489356581963e+02,2.548975032580804907e+02,3.587340378573809971e+02,5.030600139355174178e+02,7.014971267886958231e+02,9.700213390097411548e+02,1.324528227878949565e+03,1.775884595923120514e+03,2.320515988577195458e+03,2.925148321236368247e+03,3.505963709756113076e+03,3.907656358683033432e+03,3.915961530323342231e+03,3.399527857801500431e+03,2.613660552160539737e+03,2.076789079617607513e+03,1.509463992571804056e+03,9.356933983326258613e+02,5.617037105624815467e+02,3.305931800405635954e+02,1.895080888648886912e+02,1.024387239799366682e+02,5.520674397465101890e+01,3.014032547392818273e+01,1.697560803974909760e+01,9.988021507448621605e+00,6.144304566010210245e+00,3.906945111363526291e+00,2.518125967351235062e+00,1.608602568514863052e+00,9.971178306203094532e-01,5.897683354244442899e-01,3.294894714360912524e-01,1.733419321371815480e-01,8.623504428427458679e-02,4.100382608673086571e-02,1.886650172795862473e-02
7.287123621790578909e+02,1.023992758987708385e+03,1.438124953255107357e+03,2.017614780817329120e+03,2.825320933996232270e+03,3.944106866590310347e+03,5.479366279556948029e+03,7.555754137655205341e+03,1.030258278849688395e+04,1.381985229116821938e+04,1.811297176691608547e+04,2.299079259185647970e+04,2.792562779290905382e+04,3.189796731576281309e+04,3.332584977127728052e+04,3.051715195746245081e+04,2.351906140520394911e+04,1.633180845687174951e+04,1.279193318828765950e+04,8.229896821701147928e+03,5.179728716112615984e+03,2.906128262112936682e+03,1.751713267361898033e+03,1.051057322014308738e+03,6.429562519882641709e+02,4.130830161479048570e+02,2.761356681342423371e+02,1.879417441408699290e+02,1.268261102471253992e+02,8.285125558162113180e+01,5.143450585318949209e+01,2.996971988608839865e+01,1.633507523084452728e+01,8.391776138011474373e+00,4.115934276279160642e+00,1.952134206435393926e+00,9.048052828969134209e-01,4.130471420555507089e-01,1.867188897726815844e-01,8.387711326489546981e-02
3.845481781827886607e+02,5.265469652304865349e+02,7.207389660906410427e+02,9.858715293070362122e+02,1.346863071285021306e+03,1.836130493086260458e+03,2.494612061957601782e+03,3.371359126859264052e+03,4.518985999569355954e+03,5.983697370657510874e+03,7.783779461629968864e+03,9.874816751267302607e+03,1.209860463456208163e+04,1.412199709063385490e+04,1.539185835398842573e+04,1.521675564183626921e+04,1.325372997478324396e+04,1.040153518013977919e+04,8.200866635082958965e+03,5.791679766134579950e+03,3.727994192522619869e+03,2.254539467955782584e+03,1.359473971639273486e+03,8.112470705600715064e+02,4.839517319648695661e+02,3.001569279713468745e+02,1.943215376172862818e+02,1.295877232814292768e+02,8.683917363641914733e+01,5.694554649646922684e+01,3.576586787883512386e+01,2.120642786771959010e+01,1.178854439713174074e+01,6.162381623832908772e+00,3.063880079837935533e+00,1.467999760849232338e+00,6.855011475743156835e-01,3.146577346385295293e-01,1.428330560175229413e-01,6.437663249327248149e-02
7.696348518815008219e+02,1.077590641384028004e+03,1.507678443652522901e+03,2.106595471107281355e+03,2.936424788333811193e+03,4.077016875057792276e+03,5.626400205405922861e+03,7.693860349333987870e+03,1.037852382621543984e+04,1.372913273245926393e+04,1.767544366744996296e+04,2.193211047362972022e+04,2.588846985269456854e+04,2.851240129228246587e+04,2.839640401889346322e+04,2.438187523598737243e+04,1.739537047300464110e+04,1.162526927318999878e+04,9.184935024752790923e+03,5.250608317332856132e+03,3.462090915727301308e+03,1.858415058586836722e+03,1.058688267127463860e+03,5.763089230291524245e+02,3.299728644897577396e+02,1.952315713213781407e+02,1.207185855171158835e+02,7.745250924504051682e+01,5.061390972208045014e+01,3.292574959609095941e+01,2.086143783264617468e+01,1.264859934266191921e+01,7.253036838623573956e+00,3.912815147998417675e+00,1.991558436792873144e+00,9.664062447659697019e-01,4.527054038662509106e-01,2.069581072042603331e-01,9.310223611257155418e-02,4.144583555430752381e-02
4.011647795269499284e+01,5.453912566645794868e+01,7.413059326635897150e+01,1.007167920614219696e+02,1.367276901448914543e+02,1.853400604741941038e+02,2.505910023161316644e+02,3.374100381628795731e+02,4.514335634035365956e+02,5.982149896904279558e+02,7.815144842921451982e+02,1.000314453097951741e+03,1.243938793517309932e+03,1.485487481389719278e+03,1.675152526253739097e+03,1.741473736223550532e+03,1.624951824927170719e+03,1.364497453318248972e+03,1.107695282183131440e+03,8.336038241357204015e+02,5.473127122342667690e+02,3.448408355476356064e+02,2.054232829564539884e+02,1.163971426791989074e+02,6.280697788526652658e+01,3.301761764666009213e+01,1.714899604570197766e+01,8.956924651954453864e+00,4.790378152610901274e+00,2.663291875677972431e+00,1.549824016822243467e+00,9.392873148311030596e-01,5.835726595496744107e-01,3.634959156171025385e-01,2.217072267993675794e-01,1.297622510117155681e-01,7.195065938767680747e-02,3.768441127654808404e-02,1.873912348554907653e-02,8.914346779582051766e-03
